Alliance Id,Alliance Tag,Building Power,City Sieges,Defeats,Faction,Gems,Gems Spent,Gold,Gold Spent,Helps Given,Hero Power,Highest Power,Home Server,In Power Rankings,Killcount T1,Killcount T2,Killcount T3,Killcount T4,Killcount T5,Legion Power,Lord Id,Mana,Mana Spent,Map Id,merits,Name,Ore,Power,Resources Given,Resources Given Count,Scouted,Stone Spent,T4 +T5,Tech Power,Town Center,Units Dead,Units Healed,Units Killed,Victories,Wood,Wood Spent
267672,BTR,1875471,-,42,League of Order,-,59003,530671460,792334589,3321,1365710,6451680,99,True,0,0,0,1259,4162,2022548,16275514,-,77191302,99,-,RoseFarm,1344553521,6451680,1280956197,571,12,812082364,5421,1187951,21,-,2104334,5421,1051,611195058,940138556
213988,Cofe,1965908,-,21,League of Order,-,11963,574079920,670166550,686,744110,6460423,283,True,303759,0,0,183,3793,2622850,12361286,92035531,115365950,283,-,YangHồ F4,449071811,6460423,541990936,195,-,461859243,3976,1127555,21,-,557691,307735,302,449726888,635318607
323610,Trex,4120334,-,18,League of Order,-,12840,1274507318,869222403,2799,906800,6466019,99,True,0,0,0,0,0,851742,15874706,5576801,63328400,99,-,ᴱᵂ Harry Farm 1D,964926911,6466019,1024365951,312,-,718380796,0,587143,23,-,82624,-,1812,1344809042,980847799
278547,ECH1,3520473,-,26,League of Order,-,26842,1559517247,1636992412,4409,824500,6473310,60,True,0,0,0,2659,2394,784575,17564829,33547012,97073899,60,-,Lazy BLUE E2,968036582,6473310,1525444734,545,1,989656182,5053,1343762,23,59047,858216,5053,277,1497956697,1593742139
213988,Cofe,2638545,-,3,League of Order,60,19975,302106160,490357626,2228,780300,6473383,283,True,106940,0,0,0,343,1648880,18527934,48468000,105256350,283,1168,farm Dương béo,404320607,6473383,368991005,142,4,447735691,343,1282658,21,-,71682,107283,74,452384241,570999796
278547,ECH1,3287871,-,66,League of Order,-,21973,1736873978,1720944368,2901,1017590,6473489,60,True,48,270,289,11737,55,803011,17246491,46905495,87208800,60,-,Lazy BLUE E6,576349345,6473489,1516937018,500,-,670759625,11792,1365017,23,88011,947966,12399,320,1184399886,1356867932
267672,BTR,2659317,-,8,League of Order,110,5300,868278806,567149235,1695,532700,6473984,99,True,0,0,0,1641,313,1506120,18147837,34876800,92733800,99,477,Degen Madball,70999489,6473984,-,-,-,274727250,1954,1775847,22,-,244678,1954,,518563915,570105735
286755,Anti,3213947,-,101,League of Order,-,30489,888544721,1042452697,2003,611850,6476170,283,True,443,513,2609,66232,168010,1331864,17553824,32323413,97279680,283,114396,Kulfarmquặng1,492155034,6476170,552510275,200,1,589474065,234242,1318509,23,43182,443816,237807,1091,768576727,928754146
277070,RA-S,3168599,-,57,League of Order,-,30934,1767200500,1536132531,6512,630850,6479646,266,True,1231,47,1704,791,0,1471174,12823370,47065356,103048000,266,-,Hàéyuai,1180650257,6479646,2449574650,791,-,1147158982,791,1209023,23,194,545009,3773,173,1651017761,1392974577
277070,RA-S,2671376,-,42,Wilderburg,836,34464,1799842659,1954182596,8534,793250,7238041,266,True,24114,1282,0,1730,30103,1070448,6117380,99641580,156533180,266,26347,参Squeak V参,1149853213,6489889,2948123980,1107,10,1258109679,31833,1954815,21,-,2805383,57229,479,1378760299,1686097414
336563,1073,3042696,1,1033,Springwardens,278,24090,30120357,248566749,566,1908230,6500634,283,True,4121,9343,9096,36402,0,871092,11678231,10895315,39146750,283,-,какос,41955113,6500634,-,-,7,168751306,36402,678616,21,89080,2290559,59158,2330,30649681,241970403
322211,EIL,2662961,-,229,League of Order,10,52264,266537556,438120643,5256,1061270,6500894,176,True,1369,2030,10058,15391,92,1861204,12212724,9947989,80325270,176,-,Smål AGirl,226256315,6500894,275530967,102,6,309049870,15483,915459,21,43018,376073,28940,40,227055579,437156784
-,-,3144117,86,1360,Wilderburg,166,15366,292916231,325684288,9576,1232150,6657484,283,True,51876,193237,54478,328608,53923,1086818,9167039,12674398,17154941,283,3087,Mèo Farm 4,1364991144,6503638,1207237410,446,3,597855911,382531,1040553,23,130671,8787944,729588,3130,1100491866,747128084
285316,HxVF,1938427,24,153,League of Order,82,8000,455054664,325712601,14416,1118200,6504855,283,True,91083,88280,16627,53665,547,1437529,10315340,42071415,50516004,283,12911,Farm Hiko á,435676821,6504855,1949943681,761,22,327292390,54212,2010699,21,11006,765364,261130,1270,2708491161,1773426886
186111,BYT,3087065,-,214,League of Order,150,41728,444044267,495481802,4355,1237720,6505080,176,True,0,0,0,1429,7046,940880,13227407,18823773,67936720,176,2869,Berliozfarm,297224522,6505080,214658869,227,4,353724198,8475,1239415,22,2099,1150113,8475,468,402831300,489282868
278547,ECH1,3287918,-,53,League of Order,-,20352,1284748637,1382070448,3758,1005350,6508356,60,True,129,10356,6540,4008,4495,855920,17205193,34818671,87834750,60,-,Lazy BLUE E3,1100165649,6508356,1372468068,451,-,1047001509,8503,1359168,23,79540,1120940,25528,294,1138194142,1290757877
213723,RFF,3087601,-,138,League of Order,-,19279,893518004,1137651757,2003,625050,6508732,283,True,945,1345,5480,78280,192748,1497421,17553842,30954000,92227350,283,124080,Kulfarmgỗ1,478115417,6508732,779959447,289,-,607102032,271028,1298660,23,53664,739800,278798,969,751326282,1018996041
267672,BTR,2558498,-,83,League of Order,-,10596,337812445,590519617,3639,1119670,6528288,99,True,0,0,0,919,6801,1347065,18046144,37692682,108010800,99,8254,TAIGERfarmz,434704329,6528288,-,-,-,331885535,7720,1503055,21,38770,1363454,7720,2826,276852831,580105189
267672,BTR,2627457,-,104,League of Order,157,15005,324276365,142791020,10316,902900,6537102,99,True,72646,43613,19625,49902,3040,1352913,5910644,35466852,39476000,99,-,ᶺᶳKnoticz Son02,126168027,6537102,157507879,71,1,98256800,52942,1653832,22,113412,1583934,190108,374,152975561,147581720
277070,RA-S,3562055,13,244,League of Order,-,65510,2129700196,1943782121,12067,1069200,6697110,266,True,4244,8221,14835,125690,16112,504048,7155664,22762544,125755000,266,-,Hàévna,3109413363,6540144,4324061130,1501,56,2336273620,141802,1404841,23,163647,3377046,178673,1851,2048442630,1889815874
265959,ECH3,4068327,-,17,League of Order,-,17400,2029231692,2016971381,10826,576800,6548468,60,True,0,0,0,0,0,595523,17983467,1218000,93686220,60,-,Raihshtat15,1273839389,6548468,3182639612,1154,-,1316788211,0,1307818,23,-,469001,2601,45,2024828484,1883871769
213723,RFF,1945762,-,22,League of Order,-,9720,621570158,713966053,974,767750,6551564,283,True,0,0,11818,12678,0,2668270,16136657,118716038,118950515,283,-,YangHồ F3,484851868,6551564,519725649,187,-,455430806,12678,1169782,21,23987,245238,24496,294,345807313,569768276
327319,suFF,3105111,8,405,Wilderburg,-,15164,1521693090,1253815336,4154,994400,6553854,60,True,1677,3760,55948,141215,0,1517469,775836,38577636,58281750,60,-,WJAA MADARA,1578259268,6553854,2478362497,980,17,1279462352,141215,936874,23,58491,5858615,203671,237,1073749529,928600154
278547,ECH1,3526374,-,44,League of Order,-,11797,1024771939,580374076,2736,828200,6562041,60,True,2,1172,614,20561,0,850814,17207674,56920950,82058991,60,-,Lazy Blue vh,294240687,6562041,257806526,77,-,321870935,20561,1356653,23,81778,792051,22349,267,413040357,695244463
323610,Trex,3768761,-,56,League of Order,-,13020,1185574951,1047252082,2814,936350,6564010,99,True,0,0,0,0,0,973436,15813459,13357584,81144250,99,-,ᴱᵂ Harry Farm 2D,853654015,6564010,1430932975,429,-,844134817,0,885463,23,-,296081,400,1722,1179303812,1127519734
213499,AEFM,3206930,-,31,League of Order,575,15500,2438166215,2473594315,4922,795870,6566965,283,True,0,0,0,0,0,705319,13175019,41136154,109229910,283,-,Moji F4,3001766524,6566965,4823176261,1748,1,2549601629,0,1825846,23,-,2240834,-,15,2195331715,2294107574
-,-,2746267,4,687,League of Order,4166,1619,91673644,5107500,18501,1060720,6798124,176,True,290010,253914,659715,379955,13341,1111367,7420838,55855613,2408000,176,-,Anjaa,126374842,6575759,10400819,14,65,3013000,393296,1657405,22,39765,3765732,1599640,2608,114061155,6337500
278547,ECH1,3517177,-,29,League of Order,-,10931,1071478431,654598286,2886,827810,6584132,60,True,0,235,11929,15700,0,856767,17245577,56762433,83950885,60,-,Lazy Blue vnk,298096895,6584132,382288069,110,-,394662170,15700,1382378,23,83172,832732,27864,283,340635203,686066468
275269,EIS,3010526,-,173,League of Order,-,841,917455496,775301137,6940,1271700,6584645,176,True,171364,287527,65036,42557,0,795121,11214278,14539717,56307848,176,-,ShAvEy 22,1917650901,6584645,1772875996,617,8,1442167539,42557,1507298,23,74959,1055933,566484,1019,758640989,597205088
267672,BTR,2176780,-,172,League of Order,-,22585,1036302266,818987239,15505,946770,6587037,99,True,25340,1855,7236,81376,19241,1172541,7377918,51962953,68834173,99,12897,dubscrubfarm1,646965135,6587037,214763388,85,-,474071008,100617,2290946,21,158132,4630957,135242,724,817162065,694415291
213988,Cofe,2499036,-,6,League of Order,-,16095,278329367,492201165,1895,815270,6594335,283,True,0,0,0,0,0,1831938,13152756,45906000,106319100,283,-,Farm Dương Béo,419052743,6594335,388094945,150,7,476509383,0,1385091,21,-,13548,-,133,441632545,584600309
265959,ECH3,2172237,-,40,Wilderburg,1660,29377,865094227,925576311,2951,861300,6600130,60,True,0,0,0,0,0,2115378,1769705,54154044,105332010,60,-,ᴰʳᵏʙᴀᴢɪ,560783429,6600130,1177193395,428,2,603909187,0,1354215,21,-,139726,-,538,753414838,864736613
278547,ECH1,3516811,-,39,League of Order,-,15254,938730909,1108721840,3916,938040,6600365,60,True,0,0,0,7918,578,873334,17214054,39930140,86135178,60,-,Lazy Blue Fx,725827064,6600365,791526532,282,-,753646928,8496,1272180,23,59858,815966,8496,351,1289681528,1380609485
307595,~ASG,2434127,54,348,Springwardens,20,,40352404,29669000,8430,1313010,6605476,99,True,102032,252357,104621,66999,1176,1378643,4687525,19043698,9296000,99,-,charlot,46344208,6605476,-,-,1,21904500,68175,1479696,21,111209,2057294,647708,2370,41762074,30650000
265959,ECH3,2132727,-,194,Wilderburg,-,39253,1008314271,1310644639,3858,631950,6608372,60,True,261,0,360,3253,22670,2744267,15792420,8311041,102869479,60,10526,Timon ヅ,654697563,6608372,1705834505,757,-,814070176,25923,1099428,21,-,5538041,26544,47,942851382,1326253582
323610,Trex,3587035,-,176,League of Order,-,12470,1272072347,1027407644,3094,972050,6619539,99,True,0,0,213,442,741,1157345,14690556,22881735,66748648,99,-,ᴱᵂ Harry Farm 4B,925329037,6619539,1187574194,401,-,650515307,1183,903109,23,-,835029,1396,2226,1227593436,1037859397
267672,BTR,3545347,-,58,League of Order,-,49299,974175575,1266959702,4563,840150,6627649,99,True,0,0,0,422,1280,530900,18199235,764673,110252650,99,671,ZoroFarmVille2,737586235,6627649,1718734751,642,-,909168269,1702,1711252,23,-,596957,1702,1510,1014006397,1324757115
-,-,1907176,7,471,League of Order,48,9844,54670474,94377914,14079,1103070,6639031,283,True,326820,1453978,860848,401925,16516,1905167,11646811,12172754,22909686,283,-,Zakij,61085029,6639031,116072127,73,42,61560379,418441,1723618,21,100219,4103658,3061330,2736,62988668,102630517
213988,Cofe,2970096,-,52,League of Order,-,37103,358146038,695721326,1077,983830,6639286,283,True,0,2,0,8060,16,1551070,15860334,1344000,85754010,283,-,farmđônglào,566975618,6639286,469854719,183,4,624239552,8076,1134290,23,1073,550509,8078,317,733432734,867853133
312821,TGk,2091307,4,366,Wilderburg,600,14115,567126731,450784078,16794,1519600,6645937,283,True,411134,944983,367010,43600,0,1412481,11217895,33403054,40904750,283,-,Ngoxson farm 7,88373110,6645937,606493573,224,36,77725700,43600,1622549,21,37711,2413271,1768690,2276,817356886,550498989
213499,AEFM,3193505,-,27,League of Order,130,7326,2380744573,2835748463,4616,750000,6759391,283,True,0,0,36,225,0,821118,13174871,43426480,132552916,283,64,Moji F3,3062723585,6646439,5707068126,2020,1,3030691255,225,1881816,23,-,2718062,261,3,2299596418,2533680814
213988,Cofe,4689600,-,31,League of Order,-,18075,1224450973,1172084486,2411,543700,6664197,283,True,0,0,0,3,101848,471920,17493840,11827200,87758750,283,61634,ʚChopperɞclone8,780359754,6664197,600455594,201,-,605761803,101851,958977,23,-,80299,101851,1,883680625,785218105
265959,ECH3,4056685,-,10,League of Order,-,19575,2175446011,1974833348,12036,552100,6667927,60,True,0,0,0,0,0,652420,17983781,1554000,96180440,60,-,Raihshtat13,1318828813,6667927,3382507953,1231,-,1336659707,0,1406722,23,-,402358,1468,111,2163151153,2167622977
339847,EIV,3993395,-,26,League of Order,-,30351,1361677323,1613177375,2564,660700,6668871,176,True,0,0,0,169,30,619777,17729567,28333532,109962600,176,-,EISFARM008,1164385332,6668871,1620970135,538,1,1254385054,199,1394999,23,932,154781,199,215,1709625267,1956442817
286755,Anti,3827851,-,26,League of Order,-,11989,1393447169,1713858254,3828,854570,6674043,283,True,0,0,0,0,0,892670,15810297,630000,74369750,283,-,Ragnar F1,1251904568,6674043,2749591354,1034,-,1355701505,0,1098952,23,-,27545,-,127,1440498865,1723277360
285316,HxVF,2456444,155,655,League of Order,34,25529,2659223008,2077216411,19102,1418650,6675137,283,True,170994,310840,170336,132924,4775,1473241,11631770,14412698,64821000,283,11043,Hiko Farm acc,3000777826,6675137,4515174902,1654,94,2168297120,137699,1326802,22,60896,3379827,800429,3230,1849824906,1552290003
275269,EIS,3097041,-,,League of Order,-,59973,1259187044,986179973,1967,532500,6676215,176,True,0,0,0,0,0,1715621,18013120,18993462,86963150,176,-,Joy Boy FARM,794131592,6676215,1047666185,301,-,592921678,0,1331053,23,-,646,-,16,1075189846,795322736
215810,HxV,2022989,8,617,Springwardens,91,1420,391500075,414936069,10807,1345170,6680248,283,True,136159,639577,488232,210368,0,2197106,9208427,26224216,41073670,283,-,5t0rk,787928554,6680248,868318165,312,26,788735524,210368,1081983,21,11357,3763714,1489875,2750,225974024,368664959
278547,ECH1,3506103,-,40,League of Order,-,22158,1725319904,1328073907,2883,1000200,6681937,60,True,16,5324,265,19252,59,824266,17206075,49388563,88519050,60,-,Lazy Blue5,609632518,6681937,1481874111,498,-,707651438,19311,1351368,23,88362,1188816,24916,334,1135584881,1245261288
278547,ECH1,3495719,-,26,League of Order,-,21595,1174425902,1180457912,2913,948700,6687794,60,True,62,2939,98,2483,361,880015,17206316,47371826,88893550,60,-,Lazy BLUE E8,649404095,6687794,1387288035,457,-,646304727,2844,1363360,23,4898,516955,5943,331,1588355550,1120715391
-,-,2645168,-,19,League of Order,-,16585,400965647,677768648,4635,801040,6692325,266,True,0,0,0,0,0,2151304,16593750,27497643,67830150,266,-,小風農場002,693384152,6692325,1262877523,454,3,706586483,0,1094813,22,-,151242,-,355,1120701751,1209982447
265959,ECH3,4097847,-,12,League of Order,-,16085,2236668016,1803096085,12176,602700,6695505,60,True,0,0,0,0,0,603590,17983542,1638000,97548300,60,-,Raihshtat11,1322063097,6695505,2820447144,1066,-,1276664712,0,1391368,23,-,335260,1403,124,2139956558,1766528631
322047,EIf,5434497,-,5,Wilderburg,-,12477,1425807504,1525605689,1929,536200,6697566,176,True,0,0,0,0,0,646946,16582691,47277436,78663250,176,-,zxThankThank02,949873914,6697566,2128834620,746,-,986651261,0,79923,24,-,165404,160,10,1429720111,1597554517
213499,AEFM,2659749,-,318,League of Order,-,7017,168685073,432703796,3824,1400060,6699499,283,True,3060,17191,11950,4503,22063,1804129,10439705,499822,76382516,283,15305,AlongFarChưa2M,555200326,6699499,619366403,243,1,510252874,26566,808561,22,456,670201,58767,1416,520991117,724323808
311271,SOD!,3083349,-,171,League of Order,-,59403,1269591063,1481668424,1090,1101970,6700639,60,True,0,0,0,40,25213,887522,17662533,743400,99837717,60,-,Jern 5,820378831,6700639,1876907874,689,1,933582442,25253,1627798,23,-,7277674,25253,881,1075775045,1311597672
278547,ECH1,3535345,-,51,League of Order,-,11892,1133512116,705001508,3444,996750,6703224,60,True,422,7340,1693,0,0,845954,17192948,71360773,80290400,60,-,Lazy Blue vx,316592834,6703224,419802308,124,-,399039241,0,1325175,23,3359,143845,9455,481,404902642,687510531
213988,Cofe,2470989,-,719,League of Order,-,23144,1380614997,847108647,21897,1863110,8440510,283,True,921534,4675,36073,3644634,199816,681281,12134357,844030,80064662,283,54409,ᴿᶠᶠ TessFarm,1689673405,6704534,2790375484,1073,11,1144570935,3844450,1689154,22,48759,23115378,4806732,2734,1614287457,864447430
265959,ECH3,2474549,41,900,League of Order,203,7157,163041648,157654841,7357,1640840,6713977,60,True,245291,566953,637519,41939,0,1753663,2752628,24775627,29581228,60,234,ˢᶫᵖJin Mo Chio,89819591,6713977,553680,6,136,94304297,41939,826925,22,7012,4563805,1502983,2547,141142405,158410501
322211,EIL,3500170,-,60,League of Order,-,58210,56731095,524039566,3829,832550,6716098,176,True,0,0,0,16035,5855,907790,15925853,13952810,88734938,176,-,Wild Wood,128556929,6716098,1576940277,572,-,347373218,21890,1475588,23,115714,2648152,21890,11,3044637958,2457682363
275269,EIS,3980480,-,49,Wilderburg,-,45434,1642856520,1853568564,2513,849120,6717056,176,True,0,0,0,0,0,1067580,17872925,441000,73565100,176,-,lil kj,626545744,6717056,2728738045,896,-,911466629,0,810066,23,-,21499,-,179,1543701400,1808253424
265959,ECH3,4123511,-,15,League of Order,-,22960,2123296023,2102428435,10904,588600,6722457,60,True,0,0,0,15,1682,622844,17983647,1218000,97251190,60,-,Raihshtat14,1268133894,6722457,3423669503,1233,-,1309740239,1697,1387502,23,-,501695,1697,75,2088072951,2113275174
-,-,4195445,-,8,League of Order,-,75065,580078355,900086286,1527,475100,6729886,60,True,0,0,0,225,98,346366,16269033,64765346,107708000,60,-,ironhitech7,466228674,6729886,666794969,401,-,656382608,323,1712975,23,-,165562,323,,300423993,707615320
-,-,2187654,-,432,Wilderburg,116,6488,318968016,168301534,8761,1707340,6732372,283,True,11243,77053,57657,198529,0,1527745,11678321,49573040,36678644,283,-,Feniks88,146736077,6732372,-,-,-,78639047,198529,1237129,21,143548,2361957,344482,2407,251508459,105675396
278547,ECH1,3499244,-,28,League of Order,20,24386,1205856133,1200170931,2933,959000,6748007,60,True,6,345,330,1824,0,937505,17247555,48519646,87367900,60,-,Lazy BLUE E7,664083938,6748007,1451082384,479,-,686486425,1824,1352258,23,10159,243249,2505,298,1586997538,1143970848
215810,HxV,1713898,20,742,Wilderburg,20,22918,956789114,718964008,15271,1464900,6752871,283,True,47798,122643,61131,330742,1879,1709727,11635100,32608757,63611096,283,-,Gỗ BeeBear,707707593,6752871,1711828369,648,25,472440578,332621,1864346,21,85865,5439760,567741,1788,1493697791,1070668377
267672,BTR,3577431,-,70,League of Order,-,44894,1040652115,1291431220,4511,833100,6754151,99,True,0,0,0,1147,1409,532500,18210964,921237,119030600,99,743,ZoroFarmVille3,689453150,6754151,1588905918,585,-,864841261,2556,1811120,23,-,666765,2556,1522,1006880470,1230533458
311541,EXP~,2919243,-,75,Wilderburg,-,27527,941548646,552728850,2121,589670,6760004,99,True,0,0,1,31,0,1950922,17542191,28114643,77989950,99,12,Ard Farm v6,575070395,6760004,-,-,1,302981150,31,1300169,23,-,148592,32,826,768964563,514598250
294178,DDyn,2874396,100,347,League of Order,20,1740,166540788,21727847,13700,1085070,6761001,60,True,201311,238563,71245,64302,0,1331523,2639448,32820382,4561647,60,-,SNZ Fastyy,137391188,6761001,-,-,56,11932347,64302,1470012,21,236145,2115339,808456,943,176530167,15106988
275269,EIS,3125380,-,1,League of Order,-,62821,1195366545,902598266,1949,605300,6767573,176,True,0,0,0,0,0,1690160,18002140,16926000,87479350,176,-,Joy Boy farm,767684895,6767573,1112474491,319,-,597588563,0,1346733,23,-,54839,1378,24,1284639538,953920866
312253,RA-D,2595185,-,85,League of Order,-,40325,377335595,577881865,5602,1221550,6768377,266,True,43437,10473,10087,5657,397,1340761,15296315,35294535,101936200,266,200,桑卡彡爆漿牛肉丸,219142451,6768377,154632230,56,4,319844844,6054,1610881,21,9289,321381,70166,1208,332821224,562330818
307595,~ASG,3380092,18,158,League of Order,40,50207,450443044,591327181,4166,1446020,6769169,99,True,58224,103195,48514,22919,854,1162421,2146622,15566056,51534590,99,-,ᵒᴥᵒ YAZᴱᴱᴰ气farm5,301584028,6769169,263806840,99,26,405689040,23773,780636,23,34697,1239259,253137,1883,306746034,474998082
213988,Cofe,2321336,64,1266,League of Order,132,2321,395052989,90239500,21918,1065500,6769213,283,True,732509,2110269,1493300,681608,4380,1973419,8904192,40267144,23983500,283,-,HóngKvK,282721061,6769213,70558331,38,207,52733200,685988,1408958,21,73846,9194342,5100638,4154,581719728,75297000
265959,ECH3,4148859,-,14,League of Order,-,18975,2326554915,1905314661,13545,548400,6773488,60,True,0,0,0,12,1434,659814,17983515,1256441,99379810,60,-,Raihshtat10,1380434895,6773488,3045928293,1124,-,1356621861,1446,1416415,23,-,260555,1446,117,2256818436,1858816685
265959,ECH3,4159670,-,20,League of Order,-,24650,2154058669,2157756535,11918,580400,6776602,60,True,0,0,0,0,0,625182,17983408,3082907,97336260,60,-,Raihshtat12,1294186378,6776602,3514636820,1211,-,1314326135,0,1411350,23,-,791057,2116,112,2140249955,2155219172
277070,RA-S,3021429,-,20,League of Order,-,24450,405497488,621911993,2794,1080750,6781003,266,True,754,5703,6185,2603,0,1673748,12050143,34921987,73520350,266,-,小小天命人丷,297787104,6781003,471535633,168,4,405762062,2603,1005076,23,16816,153043,15245,793,375055774,625564323
265959,ECH3,2124391,-,224,Wilderburg,-,47526,1041050133,1233959411,3899,700550,6783805,60,True,369,0,0,5894,23180,2659826,15792611,9883900,106749847,60,9946,Freddie ヅ,657184219,6783805,1607725273,714,-,812262423,29074,1299038,21,-,5065711,29443,29,943590579,1249665702
278547,ECH1,1628142,-,152,League of Order,-,26793,2025428451,1521059672,16702,1155250,6788687,60,True,0,4,11820,55745,0,3049063,10497142,6370964,25753000,60,-,Rangerfarm18,2968260269,6788687,4559521628,1931,9,1656773256,55745,956232,21,1380,4331460,67569,376,1997507084,1564675031
277070,RA-S,3234264,-,202,League of Order,5037,73770,4118334881,3716202805,14367,1212450,6967248,266,True,2627,2083,6820,42673,0,704486,7292231,30754828,111018400,266,-,Hàéran,3094591369,6792913,6904035565,2208,4,2837462878,42673,1641713,23,88263,2263857,54203,213,3728910988,3288407919
213988,Cofe,4764004,-,68,League of Order,-,16237,847175269,579143700,4906,661900,6815192,283,True,787,1366,3242,9098,94928,496906,11658571,2601013,82518000,283,65121,ʚChopperɞclone6,906045443,6815192,187730907,145,2,344241000,104026,892382,23,27141,364517,109421,55,981801794,573877800
277070,RA-S,3314674,-,60,League of Order,-,59450,5226474100,3911775905,25399,1188300,7836873,266,True,0,591,997,27112,0,545820,7520072,27716054,104056250,266,-,Haeona,3298149842,6815414,7451741451,2289,18,2550105126,27112,1766620,23,-,1676682,28700,843,4233749413,3318277700
267672,BTR,4187448,-,47,League of Order,-,18088,1271622189,1362830093,4573,782550,6817402,99,True,0,0,0,2292,2327,496568,16196901,13612391,92296350,99,3056,Ced Le King 2 farm,1248796784,6817402,571997585,211,1,1129318215,4619,1350836,23,28884,812152,4619,29,731701328,1101907581
277070,RA-S,3237183,13,395,League of Order,-,66765,3587724790,3362069547,14053,1219600,7599516,266,True,35081,113493,178970,36610,0,573765,8369757,27432771,133616500,266,-,Haenae,1877389621,6821643,5364605160,1579,13,1948694699,36610,1791095,23,1169,1394499,367982,2226,2859160508,2794740213
278547,ECH1,3582309,-,55,League of Order,-,14183,1063360844,687256905,3796,1023690,6842508,60,True,0,1300,4053,2198,0,877274,17244124,69490086,82479250,60,-,Lazy Blue vd,308046668,6842508,322068363,96,-,363389347,2198,1359235,23,-,383733,7551,395,474769510,614813364
311541,EXP~,2956707,-,61,Wilderburg,-,27362,926942663,551764250,2338,673390,6848497,99,True,0,0,0,0,0,1924850,18553460,28014713,78076250,99,-,Ard Farm v7,570225882,6848497,-,-,1,305545900,0,1293550,23,-,135453,-,823,753828021,524670750
265959,ECH3,2497805,-,113,League of Order,38,7850,181194040,35279732,12030,1305500,7100978,60,True,12243,8511,16234,102004,15362,1074495,3213619,58130963,13077500,60,-,Farmer for War,146628502,6848793,31586,1,26,19030627,117366,1907993,21,217577,2279097,154354,1697,177611831,34913504
265808,BHF,2700847,541,921,Wilderburg,720,15350,1502450155,772003799,16081,1327810,6857502,283,True,876483,1303840,166957,186582,2926,1205879,11674809,50863766,11788116,283,-,yuh 46,1364456747,6857502,1808079467,672,276,911465858,189508,1622966,22,190361,3468216,2575932,3688,1682647989,1000175794
305973,RA-M,2354895,15,399,League of Order,314,1950,182726873,48078332,14191,1548650,6867388,266,True,91161,152262,186596,207086,15806,1732410,2971082,41028331,14404500,266,-,Envy๋farm,99181116,6867388,36320225,15,33,28463772,222892,1231433,21,63181,3995040,679585,4201,154899539,33610214
213371,Ts~1,2471140,-,374,Springwardens,3082,2464,89364201,68613080,13437,1695350,6869003,283,True,35154,101497,128813,68416,10200,1747253,11648118,16576806,17322153,283,-,MèoLười,60146091,6869003,-,-,5,45359209,78616,955260,22,63562,3690466,344111,4939,92524713,68360766
277070,RA-S,4283111,-,146,League of Order,-,3300,747090065,434986284,12152,1052100,6872919,266,True,362,7502,2827,39397,0,801662,1775896,1758625,30196750,266,-,逢春农场3,556697011,6872919,721900141,295,1,338400577,39397,736046,23,35642,2154135,50088,1907,782098101,439553032
285316,HxVF,2681350,-,258,League of Order,-,36491,687227250,809237183,3049,1229500,6898265,283,True,19783,0,0,0,2150,1980275,19093963,31211842,89419760,283,1261,Pad Pad Farm,498848993,6898265,497736910,707,-,470582285,2150,974140,22,-,1289086,21933,549,415337907,693082377
307595,~ASG,2163444,2,175,Wilderburg,-,15282,339298723,564336190,3192,1307270,6911190,99,True,1396,6843,4204,11392,7452,1265275,5783336,35067386,105635800,99,-,mini tlneV3,203368674,6911190,124800000,48,10,344537173,18844,2175201,21,46736,1254486,31459,695,303749914,564298012
213499,AEFM,2529042,-,118,League of Order,20,19295,117541876,298285350,2608,1574270,6924671,283,True,838,17509,10263,14243,18750,1783519,11678625,42449791,69808500,283,19597,Шеф 056,100432139,6924671,-,-,2,217341036,32993,1037840,21,131431,1664554,61603,322,125922600,303144482
285316,HxVF,3504012,-,32,League of Order,-,25348,1902701995,1778225959,4083,858370,6925640,283,True,0,0,0,0,0,1614437,14222977,26369621,74681685,283,-,Spiderman Farm,1322559393,6925640,2405614492,831,6,1218296324,0,948821,23,100167,960855,28494,138,1025912263,1132749426
213988,Cofe,2475894,-,138,League of Order,850,22114,1670363588,1576912883,10637,1246550,6956127,283,True,22,2839,299,63546,36960,1074924,12260367,6519962,80814100,283,25012,A  Tỷ  Farm,1437515593,6956127,2886133207,1158,10,1451920677,100506,2158759,22,5235,1883741,103666,212,1912130232,1754848647
312253,RA-D,2506146,1,717,Wilderburg,90,102787,2115840456,1607055728,12228,725900,6958062,266,True,113310,58,255,67690,321430,2437818,6943131,92273472,186761594,266,100486,MiniImpastaga,1610457992,6958062,1967888976,785,51,1005714580,389120,1277198,22,60393,15170764,503088,732,2259918650,1824117750
311541,EXP~,3870788,-,45,Wilderburg,-,35432,3432498828,2943823511,3366,828800,6977412,99,True,0,0,0,889,1390,1511353,16051836,2734957,70510960,99,696,CMTfarm1,1661592312,6960421,4494995494,1701,-,1570853718,2279,749480,23,-,1574653,2279,429,3555526177,3052800178
-,-,2850919,-,207,League of Order,20,64599,113575141,394523795,5001,1698900,6961206,266,True,36755,49997,108326,34065,0,927118,16738710,29783096,81945820,266,-,Wilfam,86780106,6961206,-,-,17,257073604,34065,1484269,22,16795,1190317,229143,3629,105563655,396008701
